equipo,Centro planif.,Ubicac.técnica,Denominación,Denominación.1,Activo fijo,Orden,Perfil catálogo,id_aviso,tipo_mantenimiento,descripcion,Fecha de aviso,Grupo códigos,TextoGrpPartObj,Cód.parte obj.,TextoCódPartObj,Grupo códigos.1,Código averia,TextoCódProblem,Causas avería,Causa,Txt. cód. mot.,causa_falla,fecha_inicio,hora_inicio,fecha_fin,hora_fin,Parada,duracion,Status sistema,Indicador ABC,fecha_inicio_dt,fecha_fin_dt,duracion_horas
20002069,EPO,OC-EST-EPO-PALM-BT316,BOMBA TRASIEGO ALMACENAM. BT5316,BOMBA CENTRIFUGA BB316,,10019131.0,1,204658,m2,bb316 de trasiego falla acople,22/04/2010,RO-PU-01,Bombas - Transmisión de potencia,E105,Acople unidad conductora,RO-PU-MF,BRD,Parada por daño considerable_fisura_rotu,,0,,nan,19/04/2010,16:30:00,19/04/2010,19:05:06,X,"2,59",MECE ORAS,,2010-04-19 16:30:00,2010-04-19 19:05:06,2.59
20004878,CVA,OC-TER-CVA-PDIL-TK7313,TANQUES DE DILUCIÓN TK7313,MOTOR ELECTRICO AGT-B TK7313,,10019425.0,1,204617,m2,"agt7312b, esta presentando goteo.",16/04/2010,ME-VE-04,Tanques - Misceláneos,H401,Agitador,ME-VE-MF,ELP,Fuga externa de fluido de proceso,,0,,nan,16/04/2010,16:09:00,,0:00:00,X,0,MECE ORAS,,2010-04-16 16:09:00,,0.0
20003329,EPO,OC-EST-EPO-COMB-TFL52060,BRAZO FILTRACION TFL-52060,VALVULA MOV_2x150-LIN 920-CRUDOGEN,,10019152.0,1,204626,m2,valvula mov 520607a falla actuador,18/04/2010,SC-VA-02,Válvulas - Actuador,S208,Engranaje,SC-VA-MF,FTO,No abre cuando se da la orden,,0,,nan,16/04/2010,16:00:00,17/04/2010,0:00:00,X,8,MECE ORAS,,2010-04-16 16:00:00,2010-04-17 00:00:00,8.0
20003330,EPO,OC-EST-EPO-COMB-TFL52060,BRAZO FILTRACION TFL-52060,VALVULA MOV_3x150-LIN 920-CRUDOGEN,,10019153.0,1,204627,m2,valvula mov 520607b falla actuador,18/04/2010,SC-VA-02,Válvulas - Actuador,S208,Engranaje,SC-VA-MF,FTC,No cierra cuando se da la orden,,0,,nan,16/04/2010,17:00:00,17/04/2010,0:00:00,X,7,MECE ORAS,,2010-04-16 17:00:00,2010-04-17 00:00:00,7.0
20001210,VSA,OC-EST-VSA-PREC-PV2308C,BRAZO CONTROL PRESION FASE I PV-2308C,VALVULA MOV_2x900- CTR PRES 220-PV2308C,,10020344.0,1,205687,m2,cambio valvula de alivio mov 2308f,23/09/2010,SC-VA-01,Válvulas - Válvulas,S105,Sellos,SC-VA-MF,INL,Fuga interna fluidos proceso o servicio,,0,,nan,15/04/2010,7:00:00,15/04/2010,17:00:00,X,10,MECE ORAS,,2010-04-15 07:00:00,2010-04-15 17:00:00,10.0
20006968,CCA,OC-EST-CCA-PDES-TG,TRAMPA DESPACHO CCA,ACTUADOR ELECT MOV-820006 BYPASS TRAMPA,,10019068.0,1,204576,m2,revisar mov-820006 por falla de comunica,7/04/2010,SC-VA-04,Válvulas - Misceláneo,S402,Otros (especificar),SC-VA-MF,OTH,Modos de Falla no especificados,,0,,nan,2/04/2010,7:00:00,2/04/2010,15:00:00,X,8,MECE ORAS,A,2010-04-02 07:00:00,2010-04-02 15:00:00,8.0
20007356,EPO,OC-EST-EPO-PBOM-BP42060,BOMBA PRINCIPAL BP42060,POSICIONADOR VALVULA FV-420601,,10019023.0,1,204541,m2,bpc-42060 falla de valvula recirculacion,1/04/2010,RO-PU-03,Bombas - Control y monitoreo,E306,Válvulas,RO-PU-MF,AIR,Falsa alarm_indica_defect_nivel_aceite e,,0,,nan,30/03/2010,10:00:00,30/03/2010,10:00:00,X,0,MECE ORAS,,2010-03-30 10:00:00,2010-03-30 10:00:00,0.0
20008875,EPO,OC-EST-EPO-PMED-CA38000,MEDICIÓN CALIDAD CA38000,BOMBA CENTRI LOOP CALIDAD 38,,,1,204579,m2,bomba 38001 loop calidad con fuga,8/04/2010,RO-PU-01,Bombas - Transmisión de potencia,E105,Acople unidad conductora,RO-PU-MF,ELP,Fuga externa de fluido de proceso,,0,,nan,30/03/2010,7:15:00,27/04/2010,0:00:00,X,"664,75",MECE,,2010-03-30 07:15:00,2010-04-27 00:00:00,
20003886,MRF,OC-EST-MRF-SCIN-AU,AGUA CONTRAINCENDIOS,TANQUE CONTRA INCENDIO CIAGUA,,,1,204530,m2,tanques agua contraicendio sin iluminaci,29/03/2010,ME-VE-04,Tanques - Misceláneos,H404,Otros (especificar),SC-CI-MF,OTH,Modos de Falla no especificados,,0,,nan,29/03/2010,6:37:00,,0:00:00,X,0,MECE,,2010-03-29 06:37:00,,0.0
20003264,EPO,OC-EST-EPO-COMB-CSS5210,ALFA LAVAL CSS-5210,MOTOR ELECTRICO CSS5210,,10018931.0,1,204510,m2,alfa laval css-5210,27/03/2010,SC-VA-01,Válvulas - Válvulas,S106,Elemento de cierre,SC-VA-MF,HIO,Salida sobre el máximo aceptable,,0,,nan,27/03/2010,8:26:00,,0:00:00,X,0,MECE ORAS,,2010-03-27 08:26:00,,0.0
20003443,EPO,OC-EST-EPO-LCTV-INSTALAC,INSTALACIONES Y CONSTRUCCION,EDIFICACION OFICINA ADMINISTRATIVAS,,10018972.0,1,204521,m2,falla motor porteria principal,28/03/2010,RO-EM-02,Motor Elec - Control y monitoreo,D202,Unidad de control,RO-EM-MF,FTS,No arranca al momento de encender,,0,,nan,27/03/2010,10:00:00,28/03/2010,0:00:00,X,14,MECE ORAS,,2010-03-27 10:00:00,2010-03-28 00:00:00,
20002121,EPO,OC-EST-EPO-PALM-TP304,TANQUE DE ALMACENAMIENTO TP304,SAAB RADAR TANQUE TP304,,10019005.0,1,204504,m2,saab tank radar tp-304 de tanque tp-304,25/03/2010,ME-VE-03,Tanques - Control y monitoreo,H305,Sensores (especificar),ME-VE-MF,AIR,Falsa alarm_indica_defect_nivel_aceite e,,0,,nan,25/03/2010,0:10:00,25/03/2010,1:50:26,X,"1,67",MECE ORAS,,2010-03-25 00:10:00,2010-03-25 01:50:26,1.67
20008841,EPO,OC-EST-EPO-PMED-BE38040,BRAZO MEDICIÓN DE ENTRADA ALEPO 40,VALVULA MOV_12x150- PRB 920-BE38040,,10018973.0,1,204522,m2,mov-380401 falla de apertura,28/03/2010,SC-VA-02,Válvulas - Actuador,S207,Motor eléctrico,SC-VA-MF,FTO,No abre cuando se da la orden,,0,,nan,25/03/2010,7:00:00,29/03/2010,0:00:00,X,89,MECE ORAS,,2010-03-25 07:00:00,2010-03-29 00:00:00,
20002897,EPO,OC-EST-EPO-DREN-TANQSUM,TANQUE SUMIDERO,SUMIDERO ACERO DC BOOSTER,,10019046.0,1,204505,m2,tanque tu-53300 de tanque sumidero,25/03/2010,RO-PU-05,Bombas - Misceláneos,E503,Otros (especificar),RO-PU-MF,OTH,Modos de Falla no especificados,,0,,nan,24/03/2010,8:15:00,24/03/2010,8:51:34,X,"0,61",MECE ORAS,,2010-03-24 08:15:00,2010-03-24 08:51:34,0.61
20008862,EPO,OC-EST-EPO-PMED-PR38100,PROBADOR DE MEDICIÓN PR38100,VALVULA MOV_12x150- SAL 920-PR38100,,10018964.0,1,204483,m2,corregir fuga patin de altos de porvenir,23/03/2010,SC-VA-01,Válvulas - Válvulas,S104,Empaques / sello vástago,SC-VA-MF,ELP,Fuga externa de fluido de proceso,,0,,nan,23/03/2010,16:00:00,23/03/2010,18:00:00,X,2,MECE ORAS,,2010-03-23 16:00:00,2010-03-23 18:00:00,2.0
20004467,MRF,OC-EST-MRF-UCOM-DI404,UNIDAD MOTOR-BOMBA BC-404,BOMBA CENTRIFUGA 3 TRASIEGO DIESEL,,10018968.0,1,204494,m2,fuga sello mec bomba filtros cunos fase1,23/03/2010,RO-CE-04,Motor Combust - Sistema de lubricación,A402,Bomba,RO-PU-MF,ELP,Fuga externa de fluido de proceso,,1,,reparacion de sello,23/03/2010,7:26:00,25/03/2010,17:00:00,X,"57,57",MECE ORAS,,2010-03-23 07:26:00,2010-03-25 17:00:00,
20000804,CUS,OC-EST-CUS-SCTR-CONTROL,CONTROL DE PROCESO,PANEL CONCENTRADOR SEÑALES CONTRAINCEN,,10019121.0,1,204640,m2,falla detector de humo c control,19/04/2010,SC-FG-01,Detectores Fuego y Gas - Sensor,Q103,Detector,SC-FG-MF,FTF,No responde bajo demanda o señal en emer,,0,,nan,23/03/2010,15:41:00,21/04/2010,17:00:00,X,"697,32",MECE ORAS,,2010-03-23 15:41:00,2010-04-21 17:00:00,
20002871,EPO,OC-EST-EPO-ADRE-DC,DRENAJE CERRADO,BOMBA CENTRIFUGA AGUA ACEITOSAS 100,,10018982.0,1,203588,m2,bomba 59100  sumidero generadores falla.,15/10/2009,RO-EM-04,Motor Elec - Sistem de refrigeración,D406,Motor,RO-EM-MF,FTS,No arranca al momento de encender,,0,,nan,20/03/2010,7:00:00,20/03/2010,18:00:00,X,11,MECE ORAS,,2010-03-20 07:00:00,2010-03-20 18:00:00,
20005968,CCA,OC-EST-CCA-ENSA-BIC56100,BOMBA INYECCION QUIMICA BIC-56100,BOMBA BIC-56110,,10018933.0,1,204468,m2,revisar fuga de aceite actuador bomba,19/03/2010,RO-PU-03,Bombas - Control y monitoreo,E301,Actuador,RO-PU-MF,INL,Fuga interna fluidos proceso o servicio,,0,,nan,17/03/2010,7:30:00,17/03/2010,16:00:00,X,"8,5",MECE ORAS,,2010-03-17 07:30:00,2010-03-17 16:00:00,8.5
20003515,MRF,OC-EST-MRF-AAIR-BO,AIRE BOMBEO,COMPRESOR AIRE 403,,,1,204460,m2,ca 403 secuencia de operacion anormal,17/03/2010,RO-CO-03,Compresores - Control y monitoreo,B305,Monitoreo,RO-CO-MF,SER,Piezas Mecánicas Sueltas,,0,,nan,16/03/2010,19:15:00,17/03/2010,12:00:00,X,"16,75",MECE,,2010-03-16 19:15:00,2010-03-17 12:00:00,
20003267,EPO,OC-EST-EPO-COMB-CSS5210,ALFA LAVAL CSS-5210,CALENTADOR CRUDO FASE II AUXILIAR,,10018931.0,1,204464,m2,alfa laval falla de calentadores,18/03/2010,ME-HE-03,Intercamb de calor - Control y monitoreo,G302,Unidad de control,ME-HE-MF,IHT,Enfriamiento/Calentamiento debajo de lo,,0,,nan,16/03/2010,8:00:00,20/03/2010,0:00:00,X,88,MECE ORAS,,2010-03-16 08:00:00,2010-03-20 00:00:00,
20003267,EPO,OC-EST-EPO-COMB-CSS5210,ALFA LAVAL CSS-5210,CALENTADOR CRUDO FASE II AUXILIAR,,10018931.0,1,204444,m2,calentador 5212 alfa laval no funciona,16/03/2010,ME-HE-03,Intercamb de calor - Control y monitoreo,G303,Fuente interna de poder,ME-HE-MF,PDE,Parámetro monitoreado excede_limites sup,,0,,nan,15/03/2010,10:30:00,,0:00:00,X,0,MECE ORAS,,2010-03-15 10:30:00,,0.0
20004692,CVA,OC-TER-CVA-AIRE-TAI54020,TANQUE TAI-54020,VALVULA SEG ALIV PRES AIR TAI54020,,10018921.0,1,204419,m2,fuga de aire por psv de tai 54020,11/03/2010,SC-VA-01,Válvulas - Válvulas,S106,Elemento de cierre,SC-VA-MF,UNK,Información insuficiente,,0,,nan,11/03/2010,2:08:00,,0:00:00,X,0,MECE ORAS,,2010-03-11 02:08:00,,0.0
20002417,EPO,OC-EST-EPO-PBOM-BP42060,BOMBA PRINCIPAL BP42060,SENSOR DE TEMPERATURA TE-420668,,10018892.0,1,204422,m2,bpc-42060 alta temperatura descarga bomb,12/03/2010,RO-PU-03,Bombas - Control y monitoreo,E305,Sensores (especificar),RO-PU-MF,AIR,Falsa alarm_indica_defect_nivel_aceite e,,0,,nan,11/03/2010,14:00:00,11/03/2010,14:00:00,X,0,MECE ORAS,,2010-03-11 14:00:00,2010-03-11 14:00:00,0.0
20002429,EPO,OC-EST-EPO-PBOM-BP42060,BOMBA PRINCIPAL BP42060,VALVULA MOV-420610 DE BOMBA BPC-42060,,10018892.0,1,204421,m2,bpc-42060 falla mov descarga bomba,12/03/2010,SC-VA-02,Válvulas - Actuador,S208,Engranaje,SC-VA-MF,FTO,No abre cuando se da la orden,,0,,nan,11/03/2010,16:00:00,11/03/2010,17:55:54,X,"1,93",MECE ORAS,,2010-03-11 16:00:00,2010-03-11 17:55:54,1.93
20002903,EPO,OC-EST-EPO-ELEC-CCM,"CENTRO CONTROL MOTORES CCM-20100 0,48kV",CARGADOR N 2 GENERACION SOLAR,,10018893.0,1,204423,m2,falla energia  x descargas atmosfericas,12/03/2010,EL-PT-01,Transformador - Unidad transformador,M103,Bobinas,EL-PT-MF,OHE,Sobrecalentamiento,,0,,nan,11/03/2010,1:30:00,12/03/2010,0:00:00,X,"22,5",MECE ORAS,,2010-03-11 01:30:00,2010-03-12 00:00:00,
20003262,EPO,OC-EST-EPO-COMB-CSS5210,ALFA LAVAL CSS-5210,MOTOR ELECTRICO CE5212,,10018884.0,1,204377,m2,motor centrifuga 5212 averiado,6/03/2010,RO-EM-01,Motor Elec - Motor eléctrico,D101,Estator,RO-EM-MF,UST,Apagado Inesperado,,0,,nan,6/03/2010,23:55:00,7/03/2010,2:37:00,X,"2,7",MECE ORAS,,2010-03-06 23:55:00,2010-03-07 02:37:00,2.7
20003249,EPO,OC-EST-EPO-COMB-CCS52200,ALFA LAVAL CCS-52200,MODULO SEP CENTRIF. FASEII AUXILIAR,,10018796.0,1,204341,m2,cambio bomba rooper alfa laval y habilit,25/02/2010,RO-PU-05,Bombas - Misceláneos,E503,Otros (especificar),RO-PU-MF,PDE,Parámetro monitoreado excede_limites sup,,0,,nan,25/02/2010,10:00:00,25/02/2010,14:00:00,X,4,MECE ORAS,,2010-02-25 10:00:00,2010-02-25 14:00:00,4.0
20003017,EPO,OC-EST-EPO-PREC-TG25000,TRAMPA RECIBO TG25000,VALVULA MOV_30x900-LDS LIN920- REC,,,1,204340,m2,mov25009 presenta fuga de crudo,25/02/2010,SC-VA-02,Válvulas - Actuador,S206,Sellos/empaquetaduras,SC-VA-MF,ELP,Fuga externa de fluido de proceso,,0,,nan,24/02/2010,16:30:00,25/02/2010,0:00:00,X,"7,5",MECE,A,2010-02-24 16:30:00,2010-02-25 00:00:00,7.5
20003016,EPO,OC-EST-EPO-PREC-TG25000,TRAMPA RECIBO TG25000,VALVULA MOV_30x900-LDSENT920TG25000,,10018802.0,1,204332,m2,mov-25007 ctvo falla de funcionamiento,23/02/2010,SC-VA-02,Válvulas - Actuador,S209,Posicionador,SC-VA-MF,FTO,No abre cuando se da la orden,,0,,nan,23/02/2010,7:00:00,,0:00:00,X,0,MECE ORAS,A,2010-02-23 07:00:00,,0.0
20000097,CUS,OC-EST-CUS-PALM-MUTK120,MÚLTIPLE DE ALMACENAMIENTO MU120,VALVULA MOV_20x150-ENT 950-MUTK120,,30001920.0,1,204311,m2,mov-210215 en corto,20/02/2010,SC-VA-02,Válvulas - Actuador,S207,Motor eléctrico,SC-VA-MF,FTC,No cierra cuando se da la orden,OM05,1,Desgaste normal,corto circuito por humedad en bornera,20/02/2010,16:23:00,22/02/2010,16:00:00,X,"47,62",MECE ORAS,,2010-02-20 16:23:00,2010-02-22 16:00:00,
20002691,EPO,OC-EST-EPO-SCIN-BA305,UNIDAD MOTOR-BOMBA BA-305,MOTOR DIESEL BA305,,,1,204279,m2,ba 305 contraincendio no acelera al maxi,16/02/2010,RO-CE-01,Motor Combust - Sistema de arranque,A103,Control de arranque,RO-CE-MF,FTS,No arranca al momento de encender,,0,,nan,17/02/2010,14:30:00,17/02/2010,15:00:00,X,"0,5",MECE,,2010-02-17 14:30:00,2010-02-17 15:00:00,0.5
20002121,EPO,OC-EST-EPO-PALM-TP304,TANQUE DE ALMACENAMIENTO TP304,SAAB RADAR TANQUE TP304,,10018786.0,1,204278,m2,tp304 saab no registra la temp. de liqui,16/02/2010,ME-VE-03,Tanques - Control y monitoreo,H304,Monitoreo,ME-VE-MF,AIR,Falsa alarm_indica_defect_nivel_aceite e,,0,,nan,14/02/2010,24:00:00,,0:00:00,X,0,MECE ORAS,,2010-02-15 00:00:00,,0.0
20001002,CUS,OC-EST-CUS-PREC-CPRE,CONEXIÓN DERECIBO,VALVULA MOV_16x600-REC 950-TG82005,,,1,204241,m2,mov-5078 aparece desenergizada,11/02/2010,RO-PU-03,Bombas - Control y monitoreo,E301,Actuador,SC-VA-MF,OTH,Modos de Falla no especificados,,0,,nan,11/02/2010,13:48:00,11/02/2010,13:48:00,X,0,MECE,,2010-02-11 13:48:00,2010-02-11 13:48:00,0.0
20004776,CVA,OC-TER-CVA-PALM-TK12010,TANQUE DE ALMACENAMIENTO TK12010,MOTOR ELECT AGT-A TK12010,,10018721.0,1,204190,m2,motor  agt-12010a con bajo aislamiento,1/02/2010,RO-EM-01,Motor Elec - Motor eléctrico,D101,Estator,RO-EM-MF,PDE,Parámetro monitoreado excede_limites sup,,0,,nan,1/02/2010,16:48:00,30/09/2010,0:00:00,X,"5.767,20",MECE ORAS,,2010-02-01 16:48:00,2010-09-30 00:00:00,
20004778,CVA,OC-TER-CVA-PALM-TK12010,TANQUE DE ALMACENAMIENTO TK12010,MOTOR ELECT AGT-B TK12010,,20065497.0,1,204191,m2,tapa de prteccion agt-12010b,1/02/2010,RO-EM-05,Motor Elec - Miscelaneos,D501,Cubierta,RO-EM-MF,BRD,Parada por daño considerable_fisura_rotu,,0,,nan,1/02/2010,16:51:00,,0:00:00,X,0,MECE ORAS,,2010-02-01 16:51:00,,0.0
20002128,EPO,OC-EST-EPO-PALM-TP304,TANQUE DE ALMACENAMIENTO TP304,TANQUE ALMAC CRUDO TP304,,10022681.0,1,204236,m2,tp 304 escape de producto por el techo,10/02/2010,ME-VE-01,Tanques - Ítems externos,H105,Techo,ME-VE-MF,ELU,Fuga externa de fluidos de servicio,,0,,nan,30/01/2010,9:45:00,,0:00:00,X,0,MECE ORAS,,2010-01-30 09:45:00,,0.0
20005067,CVA,OC-TER-CVA-COND-3BA21253,30-PRO-C-BA21-253,VALVULA MOV_24x150-SAL 710-MU120,,10018653.0,1,204177,m2,fuga de aceite volante de la mov-120107,29/01/2010,SC-VA-02,Válvulas - Actuador,S206,Sellos/empaquetaduras,SC-VA-MF,ELU,Fuga externa de fluidos de servicio,,0,,nan,29/01/2010,16:59:00,,0:00:00,X,0,MECE ORAS,,2010-01-29 16:59:00,,0.0
20007487,CVA,OC-TER-CVA-COND-BA21248,36-PRO-C-BA21-248,ACTUADOR MOV-600020 36-PRO-C-BA21-248,,10018654.0,1,204157,m2,fuga de aceite en mov-600020,29/01/2010,SC-VA-02,Válvulas - Actuador,S206,Sellos/empaquetaduras,SC-VA-MF,ELU,Fuga externa de fluidos de servicio,,0,,nan,29/01/2010,17:05:00,,0:00:00,X,0,MECE ORAS,,2010-01-29 17:05:00,,0.0
20007499,CVA,OC-TER-CVA-COND-BA21258,30-PRO-C-BA21-258,ACTUADOR MOV-120308 30-PRO-C-BA21-258,,10018655.0,1,204175,m2,fuga de aceite en la mov-120308,29/01/2010,SC-VA-02,Válvulas - Actuador,S206,Sellos/empaquetaduras,SC-VA-MF,INL,Fuga interna fluidos proceso o servicio,,0,,nan,29/01/2010,16:04:00,,0:00:00,X,0,MECE ORAS,,2010-01-29 16:04:00,,0.0
20002687,EPO,OC-EST-EPO-SCIN-BA304,UNIDAD MOTOR-BOMBA BA-304,MOTOR DIESEL BA304,,10018646.0,1,204171,m2,correcccion fuga de agua unidad ba-304,29/01/2010,RO-CE-05,Motor Combust - Sistema de refrigeración,A507,Bomba,RO-PU-MF,ELU,Fuga externa de fluidos de servicio,,0,,nan,29/01/2010,8:00:00,29/01/2010,11:30:00,X,"3,5",MECE ORAS,,2010-01-29 08:00:00,2010-01-29 11:30:00,3.5
20002704,EPO,OC-EST-EPO-SCIN-BA72010,UNIDAD MOTOR-BOMBA BA-72010,MOTOR ELECT BA72010,,10018932.0,1,204235,m2,bomba jokey en falla dispara el termico,10/02/2010,RO-EM-02,Motor Elec - Control y monitoreo,D202,Unidad de control,RO-EM-MF,PDE,Parámetro monitoreado excede_limites sup,,0,,nan,29/01/2010,11:00:00,,0:00:00,X,0,MECE ORAS,,2010-01-29 11:00:00,,0.0
20001956,EPO,OC-EST-EPO-AGUA-BOCATOMA,BOCATOMA,BOMBA SUMERGIBLE 1 BOCATOMA,,10018983.0,1,204227,m2,bomba vulcanera no prende automatico,10/02/2010,RO-PU-03,Bombas - Control y monitoreo,E302,Unidad de control,RO-PU-MF,FTS,No arranca al momento de encender,,0,,nan,28/01/2010,10:30:00,28/01/2010,16:00:00,X,"5,5",MECE ORAS,,2010-01-28 10:30:00,2010-01-28 16:00:00,5.5
20003018,EPO,OC-EST-EPO-PREC-TG25000,TRAMPA RECIBO TG25000,VALVULA MOV_24x900-LDSSAL920TG25000,,10018801.0,1,204228,m2,mov 250010 no opera desde el dcs.,10/02/2010,SC-VA-03,Válvulas - Control y monitoreo,S307,Interruptor de límite,SC-VA-MF,SPO,Operación inesperada,,0,,nan,28/01/2010,14:25:00,23/02/2010,12:00:00,X,"621,58",MECE ORAS,A,2010-01-28 14:25:00,2010-02-23 12:00:00,
20006961,CCA,OC-EST-CCA-PREC-TG,TRAMPA RECIBO CCA,ACTUADOR ELECT MOV-220010 BYPASS TRAMPA,,10018622.0,1,204151,m2,revisar comunicacion de la mov-22010,26/01/2010,SC-VA-03,Válvulas - Control y monitoreo,S301,Cableado,SC-VA-MF,OTH,Modos de Falla no especificados,,0,,nan,26/01/2010,9:00:00,26/01/2010,17:00:00,X,8,MECE ORAS,A,2010-01-26 09:00:00,2010-01-26 17:00:00,8.0
20000083,CUS,OC-EST-CUS-PALM-MUTK120,MÚLTIPLE DE ALMACENAMIENTO MU120,VALVULA MOV_20x150-ENT 950-MUTK120,,10018623.0,1,204160,m2,falla mecanica mov 120323,25/01/2010,SC-VA-02,Válvulas - Actuador,S206,Sellos/empaquetaduras,RO-EM-MF,ELU,Fuga externa de fluidos de servicio,,0,,nan,25/01/2010,16:14:00,,0:00:00,X,0,MECE ORAS,,2010-01-25 16:14:00,,0.0
20007632,CUS,OC-EST-CUS-ALMC-TK12030,TANQUE TK-12030,ACTUADOR MOV-120319 DE TK-12030,,,1,204161,m2,falla de operacion mov 120319,25/01/2010,SC-VA-02,Válvulas - Actuador,S207,Motor eléctrico,SC-VA-MF,SPO,Operación inesperada,,0,,nan,25/01/2010,16:28:00,25/01/2010,16:28:00,X,0,MECE,,2010-01-25 16:28:00,2010-01-25 16:28:00,0.0
20003017,EPO,OC-EST-EPO-PREC-TG25000,TRAMPA RECIBO TG25000,VALVULA MOV_30x900-LDS LIN920- REC,,10018585.0,1,204136,m2,mto ctvo mov250009 by-pass trampa recibo,20/01/2010,SC-VA-02,Válvulas - Actuador,S207,Motor eléctrico,RO-EM-MF,BRD,Parada por daño considerable_fisura_rotu,,0,,nan,19/01/2010,12:02:00,19/01/2010,15:00:00,X,"2,97",MECE ORAS,A,2010-01-19 12:02:00,2010-01-19 15:00:00,2.97
20004383,MRF,OC-EST-MRF-PDES-TG82000,TRAMPA DESPACHO TG82000,ACOPLE DE VALVULA MOV-820005 DE TRAMPA,,10018645.0,1,204170,m2,fuga producto por testigo mov 820005,28/01/2010,SC-VA-01,Válvulas - Válvulas,S105,Sellos,SC-VA-MF,ELP,Fuga externa de fluido de proceso,,0,,nan,19/01/2010,7:47:00,19/01/2010,13:00:00,X,"5,22",MECE ORAS,,2010-01-19 07:47:00,2010-01-19 13:00:00,5.22
20000654,CUS,OC-EST-CUS-PDES-TG82000,TRAMPA DESPACHO TG82000,TRANSMISOR FLUJO TRAMPA DESP CUS,,,1,204101,m2,falla indicador flujo estación cus,17/01/2010,ME-PI-02,Tubería - Control y monitoreo,I203,Sensores (especificar),ME-PI-MF,AIR,Falsa alarm_indica_defect_nivel_aceite e,,0,,nan,17/01/2010,11:10:00,24/01/2010,17:00:00,X,"173,83",MECE,A,2010-01-17 11:10:00,2010-01-24 17:00:00,
20005470,CVA,OC-TER-CVA-PDES-TG81000,TRAMPA DESPACHO TG81000,VALVULA MOV_42x300- LIN 710-CONEX DESP,,10018626.0,1,204099,m2,fuga por termopozo en trampa despacho.,16/01/2010,ME-PI-01,Tubería - Tubo,I103,Brida,ME-PI-MF,ELP,Fuga externa de fluido de proceso,,0,,nan,16/01/2010,14:31:00,17/01/2010,11:00:00,X,"20,48",MECE ORAS,,2010-01-16 14:31:00,2010-01-17 11:00:00,
20007797,VSA,OC-EST-VSA-PREC-PV2308A,BRAZO CONTROL PRESION FASE I PV-2308A,ACTUADOR MOV-2308A AGUAS ARRIBA PV 2308A,,10018564.0,1,204074,m2,revision mov-2308a,13/01/2010,SC-VA-02,Válvulas - Actuador,S209,Posicionador,SC-VA-MF,AIR,Falsa alarm_indica_defect_nivel_aceite e,,0,,nan,13/01/2010,17:58:00,13/01/2010,18:00:00,X,"0,03",MECE ORAS,,2010-01-13 17:58:00,2010-01-13 18:00:00,0.03
20004978,CVA,OC-TER-CVA-PALM-BT55030,BOMBA TRASIEGO ALMACENAM. BT55030,MOTOR ELECTRICO BT55030,,10018647.0,1,204158,m2,falla motor bt-55030,29/01/2010,RO-EM-01,Motor Elec - Motor eléctrico,D101,Estator,RO-EM-MF,BRD,Parada por daño considerable_fisura_rotu,,0,,nan,12/01/2010,18:09:00,,0:00:00,X,0,MECE ORAS,,2010-01-12 18:09:00,,0.0
20005572,CVA,OC-TER-CVA-PMED-CA36000,MEDICIÓN CALIDAD CA36000,LDS TRANSMISOR DENSI CALIDAD MS36000,,,1,204133,m2,falla g-36000 cv,5/01/2010,ME-PI-02,Tubería - Control y monitoreo,I203,Sensores (especificar),ME-PI-MF,AIR,Falsa alarm_indica_defect_nivel_aceite e,,0,,nan,5/01/2010,20:23:00,5/01/2010,20:23:00,X,0,MECE,A,2010-01-05 20:23:00,2010-01-05 20:23:00,0.0
20005572,CVA,OC-TER-CVA-PMED-CA36000,MEDICIÓN CALIDAD CA36000,LDS TRANSMISOR DENSI CALIDAD MS36000,,,1,204062,m2,falla g-36000 cv,5/01/2010,ME-PI-02,Tubería - Control y monitoreo,I203,Sensores (especificar),ME-PI-MF,AIR,Falsa alarm_indica_defect_nivel_aceite e,,0,,nan,5/01/2010,20:23:00,5/01/2010,20:23:00,X,0,MECE,A,2010-01-05 20:23:00,2010-01-05 20:23:00,0.0
20003835,MRF,OC-EST-MRF-SCIN-AU,AGUA CONTRAINCENDIOS,MOTOR ELECT BOMBA CIAGUA,,10018501.0,1,204042,m2,ba-404 presenta para arrancar s contrain,3/01/2010,RO-CE-01,Motor Combust - Sistema de arranque,A102,Unidad de arranque (motor de arranque),RO-CE-MF,FTS,No arranca al momento de encender,,1,,reparacion  y cambio cremallera,3/01/2010,17:29:00,4/01/2010,17:00:00,X,"23,52",MECE ORAS,,2010-01-03 17:29:00,2010-01-04 17:00:00,
20001056,CUS,OC-EST-CUS-PMED-BE5107A,BRAZO MEDICIÓN DE ENTRADA CUSIANA 1,FILTRO CRUDO BRAZO1,,,1,204030,m2,filtros u. lact  con alto diferencial,28/12/2009,RO-PU-04,Bombas - Sistema de lubricación,E404,Filtro,RO-PU-MF,PLU,"Flujo restringido, taponado, atorado",,0,,nan,28/12/2009,17:15:00,29/12/2009,17:00:00,X,"23,75",MECE,,2009-12-28 17:15:00,2009-12-29 17:00:00,
